name,category,rating,address,type
Goa Selarong,attractions,4.4,"48Q7+6W9, Waktu Gedug, Guwosari, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751",wisata
Gua Jepang,attractions,4.4,"X8XH+7V8, Purwosari Dringo, Ngerco, Girijati, Pundong, Bantul Regency, Special Region of Yogyakarta 55872",wisata
Candi Sentono,attractions,4.2,"5FPC+RJ6, Blambangan, Karangan, Jogotirto, Berbah, Sleman Regency, Special Region of Yogyakarta 55573",wisata
Seluman Cave Site,attractions,4.4,"Jl. Wonocatur No.26 27, Karang Bendo, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",wisata
Gua Cerme,attractions,4.5,"Jl. Goa Cerme, Srunggo 1, Selopamioro, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782",wisata
TWM ( Tebing Watu Mabur ),attractions,4.4,"Mangunan, RT.28, Lemahbang, Dlingo, Lembah Bang, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",wisata
Goa Maria Ratu Perdamaian Sendang Jatiningsih,attractions,4.9,"Jl. Jatiningsih, Jitar Kulon, Sumberarum, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563",wisata
Goa Tanding,attractions,4.6,"Gelaran 2, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",wisata
Goa Rancang Kencono,attractions,4.3,"Mungguran II, Bleberan, Playen, Gunungkidul Regency, Special Region of Yogyakarta 55861",wisata
Pindul Cave,attractions,4.5,"Jalan Goa Pindul Gelaran 2, RT.3/RW.16, Seropan, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",wisata
ꦒꦺꦴꦮꦒꦗꦃꦊꦩꦃꦧꦁ Goa Gajah Lemahbang,attractions,4.2,"3C4R+54P, jln.goa gajah-Twm, Lembah Bang, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",wisata
Gua Permoni,attractions,4.2,"49CW+4JC, Blawong I, Trimulyo, Kec. Jetis, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55781",wisata
Bumi Perkemahan Goa Payaman,attractions,4.2,"5774+MPW, Argorejo, Sedayu, Sumberan, Argodadi, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",wisata
Goa Kebon,attractions,4.3,"457P+5M7, Dukuh VII, Krembangan, Kec. Panjatan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55655",wisata
Wisata Goa Pindul,attractions,4.8,"RT.01/RW.17Gunungbang, Seropan, Bejiharjo, Karangmojo, Gunungkidul Regency, Special Region of Yogyakarta 55891",wisata
Goa Sunan Mas,attractions,4.5,"284G+VH3, Surocolo Seloharjo Pundong, Ngerco, Seloharjo, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55771",wisata
Goa Kiskendo,attractions,4.4,"743J+4HP, Jl. Raya Kaligesing, Sokomoyo, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",wisata
Gua Cokro,museums,4.8,"Unnamed Road No.55892, Wirik, Umbulrejo, Ponjong, Gunungkidul Regency, Special Region of Yogyakarta 55892",wisata
Goa Sriti,attractions,4.3,"Dukuh, Purwoharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673",wisata
Kedunggupit Adventure,attractions,4.5,"bulu, RT.02/RW.14, Bulu, Bejiharjo, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",wisata
Goa Pindul Cave Tubing,attractions,4.7,"Jalan, Ngawis - Munggur, Ngawis II, Ngawis, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55891",wisata
Kampung Wisata Tahunan,attractions,5.0,"Jl. Soga, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",wisata
Kampung Wisata Rejowinangun,attractions,4.5,"Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",wisata
Kampung Wisata Prenggan Kotagede,attractions,4.9,"Jl. Tegal Gendu No.20, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",wisata
Gerabah Kasongan Tourist Village Yogyakarta,attractions,4.6,"Jl. Kasongan No.3, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",wisata
Kampung Wisata Dewa Bronto,attractions,5.0,"Jl. Sisingamangaraja No.49, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",wisata
Tanjung Tourism Village,attractions,4.4,"79WH+4XM, Desa Tanjung, Ponason, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",wisata
Kampung Wisata Basen,attractions,4.4,"Jl. Kemasan No.53, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",wisata
Desa Wisata Fauna Ketingan,attractions,4.7,"784H+QMG, Jl. Ngrajek-Ketingan, Ketingan, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55287",wisata
Desa Wisata Pentingsari,attractions,4.6,"Pentingsari, Umbulharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta 55583",wisata
Kampung Wisata Cokrodiningratan,attractions,5.0,"Jl. DR. Sardjito No.15 B, RW.001, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",wisata
Kampung Wisata Sekar Niti,attractions,4.5,"Jl. Prapanca No.18, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",wisata
Desa Wisata Kelor,attractions,4.5,"Kelor, Bangun Kerto, Turi, Sleman Regency, Special Region of Yogyakarta 55551",wisata
Sekretariat Desa Wisata Suryatman Danurejan Yogyakarta,attractions,5.0,"6939+HFW, Jl. Jomblangan, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",wisata
Kampung Wisata Dipowinatan,attractions,5.0,"Jl. Dipowinatan MG 1 No.257, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152",wisata
Desa Wisata Pulesari,attractions,4.5,"99FC+JMW, Jl. Pulesari, Pulesari, Wono Kerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551",wisata
Kampung Wisata Prenggan ꦏꦩ꧀ꦥꦸꦁꦮꦶꦱꦠꦥꦿꦼꦁꦒꦤ꧀,attractions,5.0,"59GX+VXX, Jl. Nyi Pembayun, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",wisata
Kampung Wisata Surokarsan Sura Amerta,attractions,4.6,"Jl. Surokarsan Gg. MG II No.383, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",wisata
Desa Wisata Gerabah Kasongan Bantul,attractions,3.7,"Jl. Kasongan No.RT 03, Jetis, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",wisata
Kembang Arum Tourism Village,attractions,4.5,"Kembangarum 13, Donokerto, Turi, Wetan Kali, Donokerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551",wisata
Kampung Wisata Kauman,museums,4.8,"59W6+MWM, Gg. KH. Zamhari, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",wisata
Desa Wisata Bobung,attractions,4.3,"4GPX+52X, Bobung, Putat, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",wisata
Desa Wisata Pendidikan dan Ketahanan Pangan Dukuh,attractions,4.4,"8926+7P5, Jl. Pelda Sugiono, RT.03/RW.21, Niron, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512",wisata
Kampung Flory Jogja,attractions,4.2,"Jl. Jugang, RT.05/RW.11, Plaosan, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",wisata
Desa Wisata Kebonagung Imogiri,attractions,4.6,"Talaban, Kebon Agung, Imogiri, Bantul Regency, Special Region of Yogyakarta 55782",wisata
Kampung Wisata Code Jetisharjo,taman,4.9,"Jl. Jetisharjo, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",wisata
Desa Wisata Nglinggo,attractions,4.4,"Nglinggo Barat, Pagerharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673",wisata
Kampung Wisata Purbayan,travel agency,4.9,"Jln Canteng No.29, RT.37/RW.09, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",wisata
Desa Wisata Sendari,attractions,4.3,"787G+26C, Jl. Sendari, Sendon, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55287",wisata
Desa Wisata Rumah Domes,attractions,4.1,"Sengir RT.06/RW.25, Sengir, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",wisata
DESA WISATA NGLANGGERAN,attractions,4.9,"5G4Q+W48, Jl. Ngoro Ngoro Ombo, Tawang, Ngoro-oro, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",wisata
KAMPUNG WISATA SIDOMULYO BENER,attractions,5.0,"Jl. Sidomulyo, Bener, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55243",wisata
Desa Wisata Tepus,attractions,4.6,"VJPP+39, Pudak, Tepus, Kec. Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",wisata
Desa Wisata Dewi Sinta,attractions,5.0,"5C4R+5J9, Jl. Sitimulyo, Karang Gayam, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",wisata
Desawisata Kadisobo II,attractions,4.4,"89G6+22G, Jln Turi-Sleman/Jln Salak Km 4,5 Trimulyo Sleman Yogyakarta, Sleman, RT.01/RW.tw03, Kadisobo II, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513",wisata
Desa Wisata Kampung Santan,attractions,4.7,"4842+VX9, Kalak Ijo, Guwosari, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751",wisata
Tourism Village Trumpon,attractions,4.0,"Trumpon, Blumbang, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552",wisata
Desa Wisata Tegal Arum,attractions,5.0,"Kronggahan II, RT10, RW10, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",wisata
Sekretariat Desa Wisata Krebet Pajangan,kantor pemda,4.7,"48Q2+J5P, Desa Wisata Krebet No.RT. 04, Krebet, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",wisata
Wisata Kampung Nglarang Sidoarum,attractions,4.4,"Cokrobedog, Jl. Merpati VI, RT.002/RW.010, Cokro Gedok, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55265",wisata
Village Tourism New Nglepen,attractions,4.0,"5GP3+F9F, Sengir, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",wisata
Desa Wisata Kalakijo,attractions,4.5,"4842+XR3, Jl. Pajangan Desa Kalakijo RT02, Kalak Ijo, Guwosari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",wisata
Wanadesa - Telagadesa Potorono,attractions,4.5,"Salakan, Potorono, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55196",wisata
Desa Wisata Brayut,attractions,4.5,"Brayut, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512",wisata
Tembi Desa Budaya ꦠꦼꦩ꧀ꦧꦶꦢꦼꦱꦧꦸꦢꦪ,museums,4.5,"Jl. Parangtritis Jl. Tembi No.8, Tembi, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185",wisata
Desa Wisata Jamur (ꦣꦺꦱꦮꦶꦱꦠꦗꦩꦸꦂ),attractions,4.3,"Dusun Jamur Padukuhan Kalurahan, Tobayan, Sendangrejo, Kapanewon Minggir, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55562",wisata
Telaga Desa Baturetno,attractions,4.3,"Jl. Wiyoro Baru Jl. Wiyoro Kidul, Wiyoro, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",wisata
Legend Coffee,cafes,4.4,"Jl. Abu Bakar Ali No.24-26, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Blanco Coffee And Books,coffee shops,4.6,"Jl. Kranggan No.30, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",kuliner
Jeeva Yogyakarta,coffee shops,4.5,"Jl. Suhartono No.2, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Silol Kopi & Eatery,cafes,4.4,"Jl. Suroto, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Lunaria Coffee Yogyakarta,coffee shops,4.6,"Jl. Gedongkiwo No.29, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",kuliner
Arka Coffee and Space,coffee shops,4.8,"Jl. Taman Sari No.1/310, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",kuliner
TETRA Coffee & Eatery - Yogyakarta // Terra Coffee,coffee shops,4.6,"Jl. Sagan I No.5, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",kuliner
Tanamera Coffee Yogyakarta,cafes,4.6,"Jl. Jend. Sudirman No.3, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",kuliner
LOKO CAFE MALIOBORO,cafes,4.5,"Komp. Ps. Kembang, Jl. Ps. Kembang, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",kuliner
Roaster And Bear Restaurant,restaurants,4.7,"Jl. P. Mangkubumi No.52, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",kuliner
Space Coffee Roastery,tempat penyangraian kopi,4.7,"Gg. Loncang Jl. Magelang - Yogyakarta No.88, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",kuliner
Kalluna Cafe & Restaurant,restaurants,4.7,"Jl. Sajiono No.13, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
TUGU LOR,coffee shops,4.5,"Jl. A.M. Sangaji No.72, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",kuliner
Resto dan Cafe Jogja Isvara Kitchen & Coffee,restaurants,4.5,"Jl. Sultan Agung No.60, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",kuliner
Sapulu Coffee,cafes,4.6,"Jl. Panembahan Mangkurat No.10, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",kuliner
Noren Coffee & Roastery,coffee shops,4.9,"Jl. Sosrokusuman No.178-109, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",kuliner
Eighteen Coffee Jogja,coffee shops,4.8,"Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",kuliner
Taru Martani Coffee & Resto 1918,coffee shops,4.6,"Jl. Kompol Bambang Suprapto No.2A, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",kuliner
Kaktus Coffee Place,coffee shops,4.7,"Jl. Gondang Raya No.4-5, RT.08/RW.63, Kentungan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",kuliner
Khwa Coffee Yogyakarta,coffee shops,4.9,"Jl. Sagan Utara No.12, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",kuliner
Water Castle Cafe,cafes,4.7,"Jl. Polowijan, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",kuliner
Harsa Jogja Coffee//Burger//Society,cafes,4.9,"Jl. Kemetiran No.16, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",kuliner
B COFFEE YOGYA,coffee shops,4.8,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",kuliner
fuze.klub - Flagship,cafes,5.0,"Jl. Karangkajen Timuran No.696, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",kuliner
Secret Garden Coffee and Chocolate,restaurants,4.4,"59X3+RHV, Jl. Prof. DR. Ki Amri Yahya No.2, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",kuliner
ARAH Coffee Pandawa,coffee shops,4.6,"Kaliurang St No.27, Karang Wuni, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55284",kuliner
Epic Coffee & Epilog Furniture,cafes,4.5,"Jl. Palagan Tentara Pelajar No.29, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",kuliner
Wijen coffee,cafes,4.9,"Jl. Gedongan Baru No.11, Plumbon, Banguntapan, Kec. Banguntapan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55198",kuliner
Ever Coffee Yogyakarta,coffee shops,4.6,"Jl. Rogoyudan 1 No.1, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",kuliner
PLAI CAFE Jogja,coffee shops,4.8,"Jl. Raya Tajem No.KM.3, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",kuliner
Hagia Coffee Yogyakarta,coffee shops,4.5,"Jl. Pringgokusuman No.10, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",kuliner
Metropole Coffee,coffee shops,4.5,"Jl. Nitikan Baru No.18, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",kuliner
Filosofi Kopi Jogja,coffee shops,4.5,"Jl. Pandhawa No.001/17, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",kuliner
Black Forest Cafe,vegan restaurant,4.7,"59J9+772, Jl. Parangtritis No.83, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",kuliner
Lestari Corner Coffee,coffee shops,4.6,"Jl. Nangka IV, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",kuliner
Ada Coffee,cafes,4.5,"Jl. Cokrodipuran No.20, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",kuliner
Fill In Blue,coffee shops,4.8,"Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",kuliner
CUPP it Coffee & Bread,coffee shops,4.8,"Jl. Bhayangkara No.18, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",kuliner
Coklat Cafe,cafes,4.5,"Jl. Cik Di Tiro No.19, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",kuliner
Ruang JAKA Coffee & Free Wifi,coffee shops,4.8,"Jl. Polowijan No.17B, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",kuliner
Le Travail Coffee,cafes,4.5,"Jl. Laksda Adisucipto No.19, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",kuliner
Kenal Coffee Yogyakarta,cafes,4.7,"Jl. Mangkuyudan No.19, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",kuliner
Piyama Cafe Yogyakarta,cafes,4.7,"Jl. Pangeran Diponegoro No.87, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",kuliner
Kebon Ndalem Coffee & Eatery,restaurants,4.4,"Jl. Pangeran Diponegoro No.2, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",kuliner
Fortunate Coffee Jogja,restoran vegan,4.6,"Jl. Jogonegaran No.49E, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",kuliner
"GOFFEÉ Doughnuts & Coffee, Yogyakarta",coffee shops,4.8,"Jl. Wahid Hasyim, Ngropoh, Condongcatur, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",kuliner
Tentrem Bumi Coffee,coffee shops,4.5,"Jl. Beringin Raya, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282",kuliner
Super Hotspot Cafe,cafes,4.5,"698X+MP4, Jl. Laksda Adisucipto, Ambarukmo, Demangan, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",kuliner
Anak Panah Kopi Bizz HOS,coffee shops,4.8,"Jl. HOS Cokroaminoto No.185, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",kuliner
Ng'laras Coffee & Gelato,coffee shops,4.7,"Jl. Gerilya No.813, RT.38/RW.10, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",kuliner
Sellie Coffee,coffee shops,4.5,"NG 3, Jl. Gerilya No.822, RT.039/RW.010, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",kuliner
28 Coffee Seturan,coffee shops,4.7,"Jalan Pemancar Sel., komplek Plaza Seturan Kavling 10A, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",kuliner
"Toscano Pizza Pasta & Coffee, Yogyakarta",coffee shops,4.9,"Jl. Bener No.7, Bener, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55243",kuliner
Satu Lokasi Coffee & Store,cafes,4.7,"Jl. Sareh No.5, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Ethikopia CoffeeBay,cafes,4.7,"Karang Geneng, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285",kuliner
Sebelas Coffee - Veteran,coffee shops,4.6,"Jl. Pandeyan No.24, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",kuliner
Liberty resto and cafe,coffee shops,4.9,"Jl. Pringgokusuman No.17, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",kuliner
My Little Warung Jogja.,coffee shops,4.6,"Jl. Mangkuyudan No.43, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",kuliner
KOPI PAKPOS NOL KM,cafes,4.6,"Jl. Panembahan Senopati No.2, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",kuliner
Watu Langit Jogja Coffee & Cabin,restaurants,4.6,"Mlakon, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572",kuliner
TEMANLAMA JOGJA,coffee shops,4.4,"Jl. Suroto No.5A, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Ekologi Desk & Coffee,ruang kerja bersama,4.5,"69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",kuliner
Ministry of Coffee,cafes,4.6,"Jl. Prawirotaman No.1/15a, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",kuliner
Omar Coffee N Wings - Jogja UKDW,restaurants,4.6,"Jl. Dr. Wahidin Sudirohusodo No.28, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55522",kuliner
Carney Co,cafes,4.5,"Jl. Garuni II, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",kuliner
HOMEGROUND by CRSL,cafes,4.8,"Jl. Kranggan No.7, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",kuliner
CAFE MACAN OM GABS,cafes,5.0,"Gg. Ledok Tukangan No.1, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",kuliner
Kopine Eyang,cafes,4.6,"Jl. Panembahan, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",kuliner
Nirmala Coffee Yogyakarta,coffee shops,5.0,"69FR+HG4, Jl. Moses Gatotkaca, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",kuliner
mosc - møjr street cafe,coffee shops,5.0,"6929+3G8, Jl. Mojar, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",kuliner
Riss Coffee,coffee shops,4.8,"Jl. Gowongan Kidul No.33-49, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",kuliner
Koat Coffee Palagan,coffee shops,4.7,"Jl. Palagan Tentara Pelajar, Panggung Sari, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",kuliner
Pendopo Lawas,cafes,4.4,"Alun-Alun Utara St, Panembahan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55131",kuliner
"Teasaurus | Tea, Onigiri, and Sweets",cafes,4.8,"Jl. Suhartono No.001, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Point Coffee,coffee shops,4.5,"Jl. Yos Sudarso No.21, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",kuliner
Cerita Kopi YK,coffee shops,4.5,"Jl. Tentara Zeni Pelajar No.1-B, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",kuliner
TEDUH COFFEE,coffee shops,4.6,"Kledokan, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",kuliner
